"","modality","type","period","brain_measure","estimate","SE","DF","t","p","effect","sig","sig_level","brain_measure_name","subtype"
"1274","vision","visual","stim","Thal_Lateral_Geniculate_Nucleus_R",-0.014,0.031,2927.13,-0.46,0.646,"stim_int_X_cue_mean",FALSE,"","Right LGN","visual_early_percept"
"1275","pain","neuromarker","cue","nps",-0.019,0.029,2879.5,-0.66,0.512,"stim_int_X_cue_mean",FALSE,"","NPS","pain_neuromarker"
"1276","vision","neuromarker","cue","nps",-0.01,0.03,2953.64,-0.35,0.729,"stim_int_X_cue_mean",FALSE,"","NPS","pain_neuromarker"
"1277","pain","neuromarker","cue","siips",0.035,0.029,2917.63,1.18,0.24,"stim_int_X_cue_mean",FALSE,"","SIIPS","pain_neuromarker"
"1278","vision","neuromarker","cue","siips",-0.038,0.031,2938.91,-1.25,0.212,"stim_int_X_cue_mean",FALSE,"","SIIPS","pain_neuromarker"
"1279","pain","pain","cue","Thal_VPLM_R",0.009,0.03,2939.83,0.29,0.774,"stim_int_X_cue_mean",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1280","vision","pain","cue","Thal_VPLM_R",-0.046,0.031,2956.94,-1.5,0.134,"stim_int_X_cue_mean",FALSE,"","Right VPL/VPM Thal","pain_early_percept"
"1281","pain","pain","cue","Thal_VPLM_L",-0.017,0.03,2897.22,-0.56,0.576,"stim_int_X_cue_mean",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1282","vision","pain","cue","Thal_VPLM_L",-0.022,0.03,2963.6,-0.72,0.472,"stim_int_X_cue_mean",FALSE,"","Left VPL/VPM Thal","pain_early_percept"
"1283","pain","pain","cue","Thal_MD",0.005,0.029,2884.87,0.17,0.861,"stim_int_X_cue_mean",FALSE,"","Med Thal","pain_percept"
"1284","vision","pain","cue","Thal_MD",0.02,0.03,2957.7,0.67,0.5,"stim_int_X_cue_mean",FALSE,"","Med Thal","pain_percept"
"1285","pain","pain","cue","Bstem_PAG",0.01,0.031,2933.7,0.32,0.748,"stim_int_X_cue_mean",FALSE,"","PAG","pain_percept"
"1286","vision","pain","cue","Bstem_PAG",0.006,0.031,2961.34,0.18,0.858,"stim_int_X_cue_mean",FALSE,"","PAG","pain_percept"
"1287","pain","pain","cue","dpIns_L",-0.014,0.029,2879.67,-0.49,0.624,"stim_int_X_cue_mean",FALSE,"","Left dpIns","pain_early_percept"
"1288","vision","pain","cue","dpIns_L",0.012,0.03,2953.64,0.41,0.684,"stim_int_X_cue_mean",FALSE,"","Left dpIns","pain_early_percept"
"1289","pain","pain","cue","dpIns_R",0.006,0.029,2878.52,0.22,0.828,"stim_int_X_cue_mean",FALSE,"","Right dpIns","pain_early_percept"
"1290","vision","pain","cue","dpIns_R",-0.007,0.031,2954.56,-0.23,0.816,"stim_int_X_cue_mean",FALSE,"","Right dpIns","pain_early_percept"
"1291","pain","pain","cue","aIns_L",0,0.029,2883.68,0.01,0.988,"stim_int_X_cue_mean",FALSE,"","Left aIns","pain_other"
"1292","vision","pain","cue","aIns_L",0.022,0.03,2908.03,0.71,0.476,"stim_int_X_cue_mean",FALSE,"","Left aIns","pain_other"
"1293","pain","pain","cue","aIns_R",-0.035,0.029,2884.81,-1.23,0.22,"stim_int_X_cue_mean",FALSE,"","Right aIns","pain_other"
"1294","vision","pain","cue","aIns_R",0.013,0.03,2918.69,0.42,0.672,"stim_int_X_cue_mean",FALSE,"","Right aIns","pain_other"
"1295","pain","pain","cue","aMCC_MPFC",-0.037,0.029,2884.38,-1.28,0.2,"stim_int_X_cue_mean",FALSE,"","aMCC","pain_percept"
"1296","vision","pain","cue","aMCC_MPFC",0.001,0.03,2950.48,0.04,0.967,"stim_int_X_cue_mean",FALSE,"","aMCC","pain_percept"
"1297","pain","pain","cue","s1_handplus_L",-0.002,0.029,2932.31,-0.09,0.932,"stim_int_X_cue_mean",FALSE,"","Left S1 hand","pain_other"
"1298","vision","pain","cue","s1_handplus_L",-0.039,0.03,2958.95,-1.3,0.193,"stim_int_X_cue_mean",FALSE,"","Left S1 hand","pain_other"
"1299","pain","pain","cue","s1_handplus_R",-0.022,0.029,2933.26,-0.74,0.46,"stim_int_X_cue_mean",FALSE,"","Right S1 hand","pain_other"
"1300","vision","pain","cue","s1_handplus_R",-0.007,0.03,2954.97,-0.22,0.827,"stim_int_X_cue_mean",FALSE,"","Right S1 hand","pain_other"
"1301","pain","higher_level","cue","Ctx_IPS1_L",-0.011,0.029,2850.8,-0.38,0.708,"stim_int_X_cue_mean",FALSE,"","Left IPS","visual_higher_level"
"1302","vision","higher_level","cue","Ctx_IPS1_L",0.011,0.03,2962.12,0.36,0.718,"stim_int_X_cue_mean",FALSE,"","Left IPS","visual_higher_level"
"1303","pain","higher_level","cue","Ctx_11l_L",-0.013,0.03,2846.52,-0.43,0.669,"stim_int_X_cue_mean",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1304","vision","higher_level","cue","Ctx_11l_L",0.024,0.03,2943.72,0.81,0.419,"stim_int_X_cue_mean",FALSE,"","Left mid-lateral OFC","pain_higher_level"
"1305","pain","higher_level","cue","Ctx_IPS1_R",-0.006,0.029,2856.49,-0.2,0.838,"stim_int_X_cue_mean",FALSE,"","Right IPS","visual_higher_level"
"1306","vision","higher_level","cue","Ctx_IPS1_R",-0.025,0.03,2959.92,-0.84,0.403,"stim_int_X_cue_mean",FALSE,"","Right IPS","visual_higher_level"
"1307","pain","higher_level","cue","Ctx_p9_46v_R",-0.006,0.029,2851.82,-0.21,0.831,"stim_int_X_cue_mean",FALSE,"","Right dlPFC","pain_higher_level"
"1308","vision","higher_level","cue","Ctx_p9_46v_R",0.021,0.031,2961.09,0.7,0.485,"stim_int_X_cue_mean",FALSE,"","Right dlPFC","pain_higher_level"
"1309","pain","higher_level","cue","Ctx_11l_R",-0.019,0.03,2844.55,-0.63,0.53,"stim_int_X_cue_mean",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1310","vision","higher_level","cue","Ctx_11l_R",-0.001,0.03,2945.44,-0.02,0.986,"stim_int_X_cue_mean",FALSE,"","Right mid-lateral OFC","pain_higher_level"
"1311","pain","higher_level","cue","NAc_shell_like_R",-0.015,0.031,2935.24,-0.48,0.63,"stim_int_X_cue_mean",FALSE,"","Right NAc shell","pain_higher_level"
"1312","vision","higher_level","cue","NAc_shell_like_R",-0.002,0.031,2874.76,-0.08,0.938,"stim_int_X_cue_mean",FALSE,"","Right NAc shell","pain_higher_level"
"1313","pain","higher_level","cue","NAc_core_like_R",-0.018,0.03,2940.56,-0.61,0.542,"stim_int_X_cue_mean",FALSE,"","Right NAc core","pain_higher_level"
"1314","vision","higher_level","cue","NAc_core_like_R",-0.011,0.031,2925.88,-0.37,0.715,"stim_int_X_cue_mean",FALSE,"","Right NAc core","pain_higher_level"
"1315","pain","higher_level","cue","NAc_shell_like_L",-0.07,0.031,2931.64,-2.24,0.025,"stim_int_X_cue_mean",TRUE,"*","Left NAc shell","pain_higher_level"
"1316","vision","higher_level","cue","NAc_shell_like_L",-0.026,0.031,2919.03,-0.85,0.394,"stim_int_X_cue_mean",FALSE,"","Left NAc shell","pain_higher_level"
"1317","pain","higher_level","cue","NAc_core_like_L",-0.004,0.031,2933.41,-0.12,0.908,"stim_int_X_cue_mean",FALSE,"","Left NAc core","pain_higher_level"
"1318","vision","higher_level","cue","NAc_core_like_L",-0.024,0.031,2921.21,-0.79,0.427,"stim_int_X_cue_mean",FALSE,"","Left NAc core","pain_higher_level"
"1319","pain","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",-0.01,0.028,2885.85,-0.36,0.723,"stim_int_X_cue_mean",FALSE,"","Left dlPFC","pain_higher_level"
"1320","vision","higher_level","cue","Ctx_8C_L_and_Ctx_46_L",0.038,0.03,2951.24,1.25,0.212,"stim_int_X_cue_mean",FALSE,"","Left dlPFC","pain_higher_level"
"1321","pain","visual","cue","Ctx_V1_L",-0.009,0.029,2896.43,-0.33,0.742,"stim_int_X_cue_mean",FALSE,"","Left V1","visual_early_percept"
"1322","vision","visual","cue","Ctx_V1_L",0.02,0.03,2957.98,0.67,0.502,"stim_int_X_cue_mean",FALSE,"","Left V1","visual_early_percept"
"1323","pain","visual","cue","Ctx_V2_L",-0.01,0.029,2942.7,-0.34,0.731,"stim_int_X_cue_mean",FALSE,"","Left V2","visual_early_percept"
"1324","vision","visual","cue","Ctx_V2_L",0.021,0.03,2960.63,0.71,0.478,"stim_int_X_cue_mean",FALSE,"","Left V2","visual_early_percept"
"1325","pain","visual","cue","Ctx_V3_L",-0.022,0.029,2942.43,-0.76,0.45,"stim_int_X_cue_mean",FALSE,"","Left V3","pain_early_percept"
"1326","vision","visual","cue","Ctx_V3_L",0.008,0.03,2960.82,0.28,0.78,"stim_int_X_cue_mean",FALSE,"","Left V3","pain_early_percept"
"1327","pain","visual","cue","Ctx_V4_L",-0.011,0.03,2938.09,-0.37,0.71,"stim_int_X_cue_mean",FALSE,"","Left V4","pain_early_percept"
"1328","vision","visual","cue","Ctx_V4_L",0.001,0.03,2962.87,0.03,0.977,"stim_int_X_cue_mean",FALSE,"","Left V4","pain_early_percept"
"1329","pain","visual","cue","Ctx_V3A_L",0.009,0.029,2890.31,0.29,0.769,"stim_int_X_cue_mean",FALSE,"","Left V3A","visual_other"
"1330","vision","visual","cue","Ctx_V3A_L",0.013,0.03,2956.43,0.45,0.651,"stim_int_X_cue_mean",FALSE,"","Left V3A","visual_other"
"1331","pain","visual","cue","Ctx_V3B_L",-0.01,0.029,2936.62,-0.36,0.721,"stim_int_X_cue_mean",FALSE,"","Left V3B","visual_other"
"1332","vision","visual","cue","Ctx_V3B_L",-0.003,0.029,2955.66,-0.1,0.919,"stim_int_X_cue_mean",FALSE,"","Left V3B","visual_other"
"1333","pain","visual","cue","Ctx_MT_L",-0.009,0.028,2897.02,-0.3,0.764,"stim_int_X_cue_mean",FALSE,"","Left V5 (MT)","pain_early_percept"
"1334","vision","visual","cue","Ctx_MT_L",-0.002,0.03,2956.77,-0.07,0.948,"stim_int_X_cue_mean",FALSE,"","Left V5 (MT)","pain_early_percept"
"1335","pain","visual","cue","Ctx_VMV1_L",0.002,0.03,2896.35,0.06,0.956,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V1","visual_other"
"1336","vision","visual","cue","Ctx_VMV1_L",0.003,0.03,2917.62,0.09,0.928,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V1","visual_other"
"1337","pain","visual","cue","Ctx_VMV3_L",-0.005,0.03,2934.44,-0.17,0.861,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V3","visual_other"
"1338","vision","visual","cue","Ctx_VMV3_L",0,0.03,2958.78,-0.01,0.993,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V3","visual_other"
"1339","pain","visual","cue","Ctx_V4t_L",0.021,0.029,2896.66,0.72,0.474,"stim_int_X_cue_mean",FALSE,"","Left V4t","visual_other"
"1340","vision","visual","cue","Ctx_V4t_L",-0.005,0.029,2959.73,-0.18,0.854,"stim_int_X_cue_mean",FALSE,"","Left V4t","visual_other"
"1341","pain","visual","cue","Ctx_V3CD_L",-0.028,0.03,2894.8,-0.94,0.348,"stim_int_X_cue_mean",FALSE,"","Left V3CD","visual_other"
"1342","vision","visual","cue","Ctx_V3CD_L",-0.006,0.029,2962.37,-0.19,0.85,"stim_int_X_cue_mean",FALSE,"","Left V3CD","visual_other"
"1343","pain","visual","cue","Ctx_VMV2_L",0.005,0.03,2935.46,0.18,0.86,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V2","visual_other"
"1344","vision","visual","cue","Ctx_VMV2_L",0.043,0.03,2953.7,1.44,0.15,"stim_int_X_cue_mean",FALSE,"","Left ventro-medial V2","visual_other"
"1345","pain","visual","cue","Ctx_V1_R",-0.012,0.029,2933.51,-0.42,0.677,"stim_int_X_cue_mean",FALSE,"","Right V1","visual_early_percept"
"1346","vision","visual","cue","Ctx_V1_R",0,0.03,2957.08,0.01,0.99,"stim_int_X_cue_mean",FALSE,"","Right V1","visual_early_percept"
"1347","pain","visual","cue","Ctx_V2_R",-0.028,0.029,2939.74,-0.96,0.336,"stim_int_X_cue_mean",FALSE,"","Right V2","visual_early_percept"
"1348","vision","visual","cue","Ctx_V2_R",0,0.03,2961.03,0.01,0.99,"stim_int_X_cue_mean",FALSE,"","Right V2","visual_early_percept"
"1349","pain","visual","cue","Ctx_V3_R",-0.024,0.029,2936.95,-0.84,0.4,"stim_int_X_cue_mean",FALSE,"","Right V3","pain_early_percept"
"1350","vision","visual","cue","Ctx_V3_R",-0.008,0.03,2960.38,-0.26,0.798,"stim_int_X_cue_mean",FALSE,"","Right V3","pain_early_percept"
"1351","pain","visual","cue","Ctx_V4_R",-0.031,0.029,2925.72,-1.06,0.291,"stim_int_X_cue_mean",FALSE,"","Right V4","pain_early_percept"
"1352","vision","visual","cue","Ctx_V4_R",-0.009,0.03,2952.04,-0.3,0.764,"stim_int_X_cue_mean",FALSE,"","Right V4","pain_early_percept"
"1353","pain","visual","cue","Ctx_V3A_R",0.008,0.029,2891.51,0.27,0.784,"stim_int_X_cue_mean",FALSE,"","Right V3A","visual_other"
"1354","vision","visual","cue","Ctx_V3A_R",-0.015,0.03,2955.02,-0.5,0.616,"stim_int_X_cue_mean",FALSE,"","Right V3A","visual_other"
"1355","pain","visual","cue","Ctx_V3B_R",-0.026,0.029,2881.43,-0.9,0.368,"stim_int_X_cue_mean",FALSE,"","Right V3B","visual_other"
"1356","vision","visual","cue","Ctx_V3B_R",-0.001,0.029,2962.22,-0.02,0.984,"stim_int_X_cue_mean",FALSE,"","Right V3B","visual_other"
"1357","pain","visual","cue","Ctx_MT_R",-0.023,0.029,2935.56,-0.81,0.418,"stim_int_X_cue_mean",FALSE,"","Right V5 (MT)","pain_early_percept"
"1358","vision","visual","cue","Ctx_MT_R",-0.002,0.03,2919.58,-0.08,0.934,"stim_int_X_cue_mean",FALSE,"","Right V5 (MT)","pain_early_percept"
"1359","pain","visual","cue","Ctx_VMV1_R",-0.009,0.03,2936.23,-0.3,0.768,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V1","visual_other"
"1360","vision","visual","cue","Ctx_VMV1_R",-0.016,0.03,2955.1,-0.53,0.593,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V1","visual_other"
"1361","pain","visual","cue","Ctx_VMV3_R",-0.016,0.029,2940.56,-0.54,0.591,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V3","visual_other"
"1362","vision","visual","cue","Ctx_VMV3_R",0,0.03,2957.63,-0.01,0.99,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V3","visual_other"
"1363","pain","visual","cue","Ctx_V4t_R",0.003,0.029,2929.33,0.1,0.919,"stim_int_X_cue_mean",FALSE,"","Right V4t","visual_other"
"1364","vision","visual","cue","Ctx_V4t_R",-0.011,0.03,2910.82,-0.36,0.719,"stim_int_X_cue_mean",FALSE,"","Right V4t","visual_other"
"1365","pain","visual","cue","Ctx_V3CD_R",-0.027,0.029,2884.57,-0.93,0.353,"stim_int_X_cue_mean",FALSE,"","Right V3CD","visual_other"
"1366","vision","visual","cue","Ctx_V3CD_R",-0.02,0.03,2955.15,-0.68,0.496,"stim_int_X_cue_mean",FALSE,"","Right V3CD","visual_other"
"1367","pain","visual","cue","Ctx_VMV2_R",-0.037,0.03,2931.32,-1.25,0.211,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V2","visual_other"
"1368","vision","visual","cue","Ctx_VMV2_R",-0.002,0.03,2954.46,-0.08,0.939,"stim_int_X_cue_mean",FALSE,"","Right ventro-medial V2","visual_other"
"1369","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",-0.079,0.03,2896.88,-2.67,0.008,"stim_int_X_cue_mean",TRUE,"**","Left LGN","visual_early_percept"
"1370","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_L",-0.018,0.031,2929.82,-0.58,0.565,"stim_int_X_cue_mean",FALSE,"","Left LGN","visual_early_percept"
"1371","pain","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",-0.023,0.031,2935.94,-0.77,0.442,"stim_int_X_cue_mean",FALSE,"","Right LGN","visual_early_percept"
"1372","vision","visual","cue","Thal_Lateral_Geniculate_Nucleus_R",0.049,0.031,2962.55,1.6,0.11,"stim_int_X_cue_mean",FALSE,"","Right LGN","visual_early_percept"
